Date,Age,Organ,All DSA States,State unassigned,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Puerto Rico
2015,6-10 Years,Pancreas,31,0,0,0,1,2,0,0,0,0,2,1,0,1,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,1,0,2,1,0,0,1,2,0,1,1
2015,6-10 Years,Lung,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,6-10 Years,Intestine,13,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0
2015,11-17 Years,All Donors,421,0,6,2,4,36,6,1,0,8,19,22,1,14,14,6,3,1,13,0,2,7,13,9,5,11,3,6,0,8,3,12,19,0,14,9,8,26,0,8,0,19,54,8,0,3,11,0,4,3
2015,11-17 Years,Kidney,414,0,6,2,4,36,6,1,0,7,18,22,1,14,14,6,3,1,13,0,2,6,12,8,5,11,2,6,0,8,3,12,19,0,14,9,8,26,0,8,0,19,53,8,0,3,11,0,4,3
2015,11-17 Years,Liver,377,0,5,2,4,31,5,1,0,4,19,21,1,11,14,5,3,1,13,0,2,5,12,9,5,8,3,6,0,7,3,9,18,0,11,9,8,21,0,8,0,19,48,7,0,3,10,0,3,3
2015,11-17 Years,Heart,227,0,1,2,3,17,1,1,0,2,12,16,1,6,8,4,1,1,8,0,1,4,8,5,4,7,2,5,0,3,1,5,10,0,8,5,3,11,0,7,0,13,27,3,0,2,5,0,2,2
2015,11-17 Years,Pancreas,189,0,1,1,2,12,2,1,0,2,11,4,1,6,8,4,1,1,11,0,0,4,5,6,3,1,1,5,0,4,0,5,11,0,8,3,4,12,0,3,0,9,22,2,0,2,5,0,3,3
2015,11-17 Years,Lung,162,0,2,1,3,10,1,0,0,3,6,5,1,3,4,3,1,0,8,0,1,3,8,4,1,4,2,3,0,4,0,4,7,0,7,4,1,11,0,4,0,8,23,3,0,2,4,0,1,2
2015,11-17 Years,Intestine,15,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
2015,18-34 Years,All Donors,4439,0,55,90,21,481,92,31,2,57,252,119,15,181,105,27,79,55,72,6,111,129,161,114,20,88,31,28,2,80,16,266,122,5,195,68,52,297,1,47,2,121,399,52,0,82,92,0,85,33
2015,18-34 Years,Kidney,4143,0,54,90,21,448,87,27,0,50,235,111,14,173,101,27,77,53,67,6,91,112,153,99,19,86,28,26,2,79,16,238,117,5,174,65,48,264,1,46,2,114,386,52,0,77,88,0,81,33
2015,18-34 Years,Liver,2593,0,35,48,14,266,55,16,2,31,172,67,9,95,75,14,53,37,46,0,62,75,78,51,15,59,23,23,0,40,8,124,78,0,113,38,28,191,0,38,0,84,211,26,0,43,66,0,54,30
2015,18-34 Years,Heart,1385,0,14,24,9,164,37,4,0,15,83,45,0,62,42,8,38,21,29,0,25,25,39,16,7,31,14,15,0,25,8,52,43,0,43,23,18,95,0,21,0,45,132,17,0,17,40,0,29,10
2015,18-34 Years,Pancreas,817,0,14,22,2,77,11,4,0,12,52,21,4,45,30,4,28,13,21,0,24,9,22,19,4,14,4,8,0,13,1,26,35,0,32,11,5,40,0,13,0,30,64,11,0,13,15,0,29,15
2015,18-34 Years,Lung,928,0,6,22,6,85,24,1,0,8,52,21,2,43,35,8,23,6,18,0,21,14,39,18,7,29,12,11,0,12,3,28,31,0,34,18,9,70,0,13,0,31,84,12,0,21,22,0,20,9
2015,18-34 Years,Intestine,54,0,0,0,1,0,0,0,0,1,7,1,0,2,8,0,2,1,0,0,1,1,4,0,0,0,2,0,0,0,0,0,5,0,3,0,0,2,0,1,0,7,1,1,0,1,1,0,1,0
2015,35-49 Years,All Donors,4728,0,68,99,27,543,68,43,2,75,280,159,23,190,78,28,53,38,73,11,113,186,152,140,16,68,29,34,6,114,19,289,106,8,190,65,57,317,3,43,6,126,429,53,0,91,82,1,98,29
2015,35-49 Years,Kidney,4400,0,67,98,25,504,61,36,2,71,259,146,23,169,77,28,49,35,68,11,102,162,146,130,16,57,29,33,6,112,17,258,100,8,180,59,55,286,3,42,6,121,406,50,0,84,80,1,94,28
2015,35-49 Years,Liver,2014,0,30,38,19,219,27,18,0,23,149,64,12,92,41,13,31,22,53,0,41,80,49,40,9,29,12,19,0,33,12,80,45,0,81,33,26,163,0,27,0,76,160,22,0,38,31,0,34,23
2015,35-49 Years,Heart,744,0,6,15,4,97,11,8,0,8,51,18,1,29,13,6,10,11,14,0,9,24,22,7,3,8,9,12,0,16,4,26,15,0,26,9,14,62,0,12,0,31,74,15,0,15,14,0,12,3
2015,35-49 Years,Pancreas,175,0,0,4,0,16,1,2,0,3,15,1,0,18,3,3,4,0,6,0,3,8,4,3,1,1,0,1,0,4,0,5,4,0,14,1,0,6,0,3,0,8,14,5,0,2,2,0,7,3
2015,35-49 Years,Lung,532,0,1,10,2,66,5,4,0,9,31,16,5,24,8,3,10,2,13,0,9,9,26,9,0,13,5,11,0,9,3,6,13,0,27,7,4,51,0,8,0,23,55,9,0,8,9,0,4,5
2015,35-49 Years,Intestine,11,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,50-64 Years,All Donors,4131,0,58,71,18,487,69,41,3,60,228,113,8,171,49,31,59,37,60,6,98,148,137,132,22,84,41,32,13,114,11,263,97,3,161,63,47,276,2,45,4,78,325,49,0,78,87,2,120,30
2015,50-64 Years,Kidney,3821,0,49,64,17,463,65,40,3,51,206,97,8,153,47,31,54,35,55,6,91,139,132,126,20,80,39,27,13,109,6,242,92,3,149,56,45,250,2,44,4,70,291,47,0,75,85,2,111,27
2015,50-64 Years,Liver,1858,0,36,35,13,211,15,7,0,27,138,64,4,92,27,9,39,23,44,0,41,54,48,30,17,36,19,21,0,40,7,69,35,0,76,32,19,145,0,35,0,47,156,15,0,27,30,0,49,26
2015,50-64 Years,Heart,198,0,2,3,0,31,1,1,0,3,6,3,0,6,1,1,4,3,2,0,3,7,6,6,1,0,5,3,0,11,0,6,6,0,6,3,0,25,0,1,0,6,17,5,0,3,6,0,5,0
2015,50-64 Years,Pancreas,34,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,2,1,1,0,0,0,0,7,0
2015,50-64 Years,Lung,350,0,1,7,3,60,4,2,0,7,20,14,0,20,3,2,7,1,7,0,8,10,8,6,2,12,9,4,0,8,1,6,11,0,11,2,0,24,0,4,0,11,23,1,0,9,8,0,8,6
2015,50-64 Years,Intestine,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,65 +,All Donors,822,0,11,14,3,118,4,5,0,27,59,27,0,36,2,2,8,2,8,4,19,20,18,34,8,21,5,9,1,16,1,63,12,0,19,6,9,90,0,1,0,29,52,3,0,13,11,0,21,11
2015,65 +,Kidney,624,0,10,13,2,105,3,5,0,21,42,18,0,18,2,2,6,2,4,4,17,20,14,32,7,9,3,6,1,14,1,40,12,0,15,5,9,68,0,1,0,23,23,3,0,12,11,0,17,4
2015,65 +,Liver,572,0,4,9,3,76,3,1,0,22,47,18,0,31,1,1,8,2,7,0,9,10,11,17,8,15,4,8,0,9,1,38,5,0,12,3,2,77,0,1,0,28,42,2,0,9,5,0,12,11
2015,65 +,Heart,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,65 +,Pancreas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,65 +,Lung,28,0,0,0,0,1,1,0,0,2,5,1,0,2,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,1,1,0,0,0
2015,65 +,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,All Ages,All Donors,14415,0,218,290,74,1526,223,115,6,205,796,442,57,604,245,102,242,139,232,27,333,466,461,410,70,249,109,103,19,291,70,925,429,17,622,179,151,974,16,138,11,413,1196,177,6,276,308,4,334,115
2014,All Ages,Kidney,13301,0,200,276,69,1451,208,105,5,191,714,375,53,532,239,100,214,139,207,27,292,444,438,374,65,230,98,93,19,277,66,827,414,17,576,167,148,850,16,135,11,377,1115,168,6,257,308,4,312,92
2014,All Ages,Liver,7344,0,112,137,57,729,95,40,1,110,496,257,36,271,134,50,161,99,157,0,149,195,203,158,47,134,64,87,0,101,45,337,201,0,299,113,69,601,0,105,0,287,603,76,0,126,140,0,167,95
2014,All Ages,Heart,2724,0,34,53,27,322,37,10,0,30,163,101,1,114,44,13,66,32,46,0,30,70,86,49,22,54,31,34,0,44,15,100,96,0,104,51,26,160,0,49,0,95,291,44,0,47,66,0,53,14
2014,All Ages,Pancreas,1273,0,16,19,8,123,11,5,0,19,85,36,7,85,33,13,33,16,39,0,16,42,28,42,12,25,13,9,0,23,3,38,50,0,68,19,5,59,0,17,0,55,83,15,0,10,25,0,46,22
2014,All Ages,Lung,1880,0,12,32,21,220,23,6,0,24,98,70,1,85,39,10,59,21,35,0,29,37,74,40,13,51,16,24,0,28,6,32,59,0,87,30,10,133,0,35,0,64,211,19,0,35,37,0,38,16
2014,All Ages,Intestine,147,0,2,2,1,4,1,1,0,1,16,9,1,6,11,4,5,2,2,0,0,1,7,3,0,3,2,0,0,2,1,4,10,0,10,0,0,4,0,1,0,11,8,2,0,5,1,0,2,2
2014,< 1 Year,All Donors,124,0,0,5,0,11,1,0,0,4,11,2,1,3,2,2,6,1,2,0,2,2,7,3,1,2,1,1,0,2,1,3,6,0,0,1,0,10,0,0,0,6,12,6,0,2,4,0,1,0
2014,< 1 Year,Kidney,100,0,0,4,0,11,1,0,0,4,7,2,1,2,2,1,5,1,2,0,0,2,6,3,0,1,1,1,0,1,1,3,4,0,0,1,0,7,0,0,0,4,10,5,0,2,4,0,1,0
2014,< 1 Year,Liver,70,0,0,3,0,7,0,0,0,3,6,1,1,2,1,1,1,1,1,0,1,1,4,0,0,0,1,1,0,2,1,1,5,0,0,0,0,8,0,0,0,4,9,1,0,1,1,0,1,0
2014,< 1 Year,Heart,88,0,0,5,0,6,0,0,0,3,9,2,1,3,2,2,1,1,2,0,2,2,4,1,1,1,1,1,0,2,1,2,6,0,0,0,0,7,0,0,0,3,8,3,0,2,3,0,1,0
2014,< 1 Year,Pancreas,18,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2014,< 1 Year,Lung,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2014,< 1 Year,Intestine,21,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
2014,1-5 Years,All Donors,222,0,4,8,2,24,3,0,0,2,19,6,2,9,3,3,6,1,6,0,1,1,3,5,3,4,1,1,0,2,0,4,11,0,5,3,4,10,0,6,0,12,26,3,0,8,8,0,3,0
2014,1-5 Years,Kidney,212,0,3,8,2,24,3,0,0,2,19,5,2,6,3,3,6,1,4,0,1,1,3,5,3,4,1,1,0,2,0,4,11,0,5,3,4,9,0,6,0,12,25,3,0,7,8,0,3,0
2014,1-5 Years,Liver,169,0,4,6,1,17,1,0,0,2,15,4,2,5,3,3,4,1,5,0,0,1,3,5,3,4,1,1,0,2,0,3,8,0,4,3,3,7,0,5,0,10,18,2,0,7,4,0,2,0
2014,1-5 Years,Heart,121,0,2,6,1,13,1,0,0,1,10,5,0,6,2,1,3,1,3,0,0,1,3,1,2,2,0,1,0,0,0,4,2,0,2,1,3,5,0,5,0,5,14,2,0,7,5,0,1,0
2014,1-5 Years,Pancreas,18,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0
2014,1-5 Years,Lung,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1-5 Years,Intestine,32,0,0,1,0,1,1,0,0,0,2,1,0,1,1,2,0,1,2,0,0,0,0,2,0,1,0,0,0,1,0,1,2,0,1,0,0,3,0,1,0,3,1,1,0,1,1,0,0,0
2014,6-10 Years,All Donors,103,0,3,1,1,10,0,0,0,0,6,5,0,3,2,1,2,1,1,0,1,3,4,1,0,1,0,1,0,2,0,5,5,0,1,0,3,8,0,1,0,6,14,2,0,1,4,0,3,1
2014,6-10 Years,Kidney,103,0,3,1,1,10,0,0,0,0,6,5,0,3,2,1,2,1,1,0,1,3,4,1,0,1,0,1,0,2,0,5,5,0,1,0,3,8,0,1,0,6,14,2,0,1,4,0,3,1
2014,6-10 Years,Liver,81,0,3,1,0,7,0,0,0,0,5,5,0,2,2,1,0,1,1,0,0,2,2,1,0,1,0,1,0,1,0,3,4,0,1,0,3,7,0,1,0,6,12,1,0,1,2,0,3,1
2014,6-10 Years,Heart,57,0,3,1,1,6,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,1,5,0,1,0,3,3,0,1,0,5,6,1,0,1,1,0,3,1
2014,6-10 Years,Pancreas,23,0,1,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,2,1,0,0,0,0,3,0
2014,6-10 Years,Lung,11,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014,6-10 Years,Intestine,12,0,2,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,11-17 Years,All Donors,394,0,9,5,4,41,9,0,0,6,26,10,1,15,9,3,9,7,6,0,1,11,7,11,2,14,4,4,0,3,3,9,10,0,15,9,7,24,0,4,0,17,44,6,0,8,12,0,9,0
2014,11-17 Years,Kidney,387,0,9,5,4,41,9,0,0,5,23,10,1,15,9,3,9,7,6,0,1,11,7,11,2,14,4,4,0,3,3,8,10,0,15,9,7,23,0,4,0,17,43,6,0,8,12,0,9,0
2014,11-17 Years,Liver,369,0,9,5,4,39,8,0,0,6,24,10,1,14,9,3,9,7,5,0,1,10,4,11,2,14,3,4,0,2,3,8,9,0,15,8,7,22,0,4,0,17,38,5,0,8,12,0,9,0
2014,11-17 Years,Heart,248,0,5,3,3,33,4,0,0,1,17,7,0,9,5,1,8,3,3,0,0,8,3,9,2,13,4,3,0,2,1,5,5,0,8,7,4,10,0,4,0,10,30,3,0,3,6,0,6,0
2014,11-17 Years,Pancreas,198,0,6,1,1,20,0,0,0,2,10,4,1,8,7,2,5,2,4,0,0,7,3,11,1,9,2,2,0,1,1,3,7,0,10,5,1,11,0,2,0,10,16,3,0,4,8,0,8,0
2014,11-17 Years,Lung,159,0,1,1,4,14,1,0,0,1,6,2,0,8,5,1,5,2,3,0,0,7,2,8,2,11,3,1,0,1,2,0,4,0,8,4,1,11,0,3,0,4,19,2,0,4,5,0,3,0
2014,11-17 Years,Intestine,13,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
2014,18-34 Years,All Donors,4236,0,62,93,26,456,53,29,2,52,228,130,14,194,86,27,62,34,80,2,97,124,119,117,25,77,27,22,4,83,22,271,126,0,197,58,39,279,2,42,6,119,392,53,3,88,102,2,74,36
2014,18-34 Years,Kidney,3955,0,60,89,24,430,46,27,2,48,213,119,14,182,84,27,60,34,76,2,82,115,112,103,25,74,26,21,4,79,20,243,123,0,181,57,38,241,2,41,6,114,374,50,3,80,102,2,66,34
2014,18-34 Years,Liver,2313,0,33,48,21,232,28,11,0,26,149,73,9,82,51,11,45,27,55,0,52,62,65,49,16,47,19,21,0,34,15,97,70,0,114,43,22,167,0,35,0,79,204,25,0,47,62,0,37,30
2014,18-34 Years,Heart,1287,0,18,20,14,149,16,5,0,13,78,53,0,52,24,6,36,16,28,0,20,26,35,22,14,28,15,14,0,25,7,39,47,0,57,24,8,71,0,23,0,45,138,17,0,21,33,0,18,12
2014,18-34 Years,Pancreas,781,0,9,14,6,81,7,5,0,11,55,24,5,42,18,9,21,11,27,0,14,23,13,19,8,12,5,7,0,18,1,25,30,0,42,12,3,37,0,13,0,32,56,9,0,4,15,0,18,20
2014,18-34 Years,Lung,828,0,8,17,10,95,11,3,0,7,45,28,0,36,22,6,26,9,16,0,13,15,34,14,4,23,2,8,0,12,2,15,28,0,39,15,5,48,0,16,0,28,105,10,0,13,22,0,8,10
2014,18-34 Years,Intestine,50,0,0,1,1,1,0,1,0,0,5,4,0,1,7,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,4,0,7,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2
2014,35-49 Years,All Donors,4662,0,72,103,23,486,86,40,3,44,245,139,24,178,85,28,68,51,65,11,108,147,156,147,19,67,36,25,11,107,17,309,137,4,224,57,55,295,6,48,3,128,407,74,2,93,95,1,106,27
2014,35-49 Years,Kidney,4361,0,67,99,20,470,79,38,2,42,227,125,22,161,81,28,62,51,63,11,95,141,150,134,17,63,29,22,11,101,17,283,133,4,203,55,54,268,6,48,3,111,385,70,2,88,95,1,101,23
2014,35-49 Years,Liver,1942,0,25,39,18,198,34,11,1,20,129,65,16,56,39,12,40,30,39,0,38,51,58,45,14,29,18,18,0,29,10,96,54,0,93,30,17,150,0,30,0,78,165,24,0,29,32,0,44,18
2014,35-49 Years,Heart,698,0,6,14,8,82,12,2,0,8,38,27,0,30,8,2,14,9,10,0,7,22,28,14,3,6,8,8,0,12,5,37,22,0,26,17,8,41,0,13,0,19,79,12,0,10,14,0,16,1
2014,35-49 Years,Pancreas,197,0,0,3,1,18,3,0,0,4,14,5,0,14,6,2,5,2,4,0,2,11,7,10,3,3,4,0,0,4,1,8,9,0,11,2,1,7,0,1,0,6,8,0,0,1,2,0,13,2
2014,35-49 Years,Lung,493,0,2,11,5,62,6,3,0,4,33,23,1,12,7,3,13,5,10,0,8,8,19,10,5,9,3,5,0,10,1,7,13,0,26,6,1,41,0,13,0,19,53,4,0,11,6,0,11,4
2014,35-49 Years,Intestine,19,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
2014,50-64 Years,All Donors,3899,0,57,63,14,429,64,37,1,73,211,112,14,170,55,35,70,40,63,11,97,155,147,107,19,65,31,32,4,76,22,275,115,9,159,46,39,265,8,30,2,91,252,30,0,72,77,1,119,35
2014,50-64 Years,Kidney,3601,0,48,59,14,403,63,33,1,69,190,91,12,148,55,34,59,40,51,11,90,151,144,100,18,61,30,29,4,74,21,249,111,9,152,39,38,237,8,28,2,82,228,29,0,67,77,1,115,26
2014,50-64 Years,Liver,1828,0,30,24,10,182,22,14,0,33,126,66,7,82,27,19,43,28,44,0,45,54,55,37,11,26,14,26,0,22,11,99,43,0,58,24,13,161,0,25,0,62,127,16,0,30,25,0,56,31
2014,50-64 Years,Heart,225,0,0,4,0,33,4,3,0,4,9,5,0,12,1,1,4,2,0,0,1,9,11,2,0,4,3,6,0,2,1,12,9,0,10,2,0,23,0,3,0,8,16,6,0,3,4,0,8,0
2014,50-64 Years,Pancreas,37,0,0,0,0,2,0,0,0,1,2,0,0,17,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0
2014,50-64 Years,Lung,338,0,0,2,2,41,4,0,0,12,13,12,0,25,4,0,13,4,6,0,8,5,14,7,2,6,6,8,0,4,1,10,10,0,12,4,2,27,0,3,0,10,31,3,0,7,4,0,14,2
2014,50-64 Years,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,65 +,All Donors,774,0,11,12,4,69,7,9,0,24,50,38,1,32,3,3,19,4,9,3,26,23,18,19,1,19,9,17,0,16,5,49,19,4,21,5,4,82,0,7,0,34,49,3,1,4,6,0,19,16
2014,65 +,Kidney,582,0,10,11,4,62,7,7,0,21,29,18,1,15,3,3,11,4,4,3,22,20,12,17,0,12,7,14,0,15,4,32,17,4,19,3,4,57,0,7,0,31,36,3,1,4,6,0,14,8
2014,65 +,Liver,571,0,8,11,3,47,2,4,0,20,42,33,0,28,2,0,19,4,7,0,12,14,12,10,1,13,8,15,0,9,5,30,8,0,14,5,4,78,0,5,0,31,30,2,0,3,2,0,15,15
2014,65 +,Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,65 +,Pancreas,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,65 +,Lung,37,0,0,0,0,6,1,0,0,0,1,3,0,2,1,0,1,0,0,0,0,1,3,0,0,1,1,2,0,0,0,0,2,0,2,1,0,5,0,0,0,1,1,0,0,0,0,0,2,0
2014,65 +,Intestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,All Ages,All Donors,14258,0,223,330,75,1547,243,105,10,174,808,435,51,645,238,109,242,145,221,19,350,443,504,395,74,233,107,105,20,308,58,850,363,18,623,140,145,1015,13,128,7,420,1130,171,5,286,284,2,335,106
2013,All Ages,Kidney,13282,0,211,320,69,1480,230,95,8,167,751,381,50,563,230,105,219,133,187,19,325,398,487,361,73,202,98,97,20,303,58,767,349,18,592,137,143,905,13,124,7,396,1057,170,5,268,282,2,318,89
2013,All Ages,Liver,7026,0,95,143,58,716,129,33,2,104,470,255,31,266,121,51,176,98,148,0,127,192,204,148,63,139,70,95,0,97,27,313,183,0,246,65,74,605,0,94,0,287,540,64,0,127,119,0,157,94
2013,All Ages,Heart,2582,0,28,51,25,314,43,6,0,24,160,98,0,99,42,22,70,24,55,0,18,68,91,51,17,40,28,38,0,49,10,89,81,0,86,30,33,199,0,41,0,118,241,28,0,35,60,0,54,16
2013,All Ages,Pancreas,1377,0,15,26,6,125,28,2,0,20,78,30,3,75,36,16,48,16,33,0,22,40,40,41,13,16,12,17,0,26,1,30,49,0,61,15,12,94,0,30,0,58,109,17,0,22,25,0,57,13
2013,All Ages,Lung,1898,0,17,34,16,250,27,3,0,33,118,58,1,55,37,11,56,15,39,0,22,28,96,40,18,51,19,21,0,21,2,37,66,0,78,25,16,150,0,31,0,80,182,24,0,28,38,0,40,15
2013,All Ages,Intestine,122,0,2,1,1,2,1,1,0,1,13,7,0,5,15,2,4,3,2,0,1,1,13,3,2,1,2,0,0,0,0,2,6,0,6,1,0,3,0,3,0,6,8,0,0,1,1,0,2,0
2013,< 1 Year,All Donors,139,0,2,4,1,17,2,0,0,1,4,2,0,4,1,1,5,3,2,0,1,5,6,4,0,4,0,5,0,2,1,2,4,0,7,1,2,10,0,1,0,7,14,4,0,6,2,0,1,1
2013,< 1 Year,Kidney,120,0,0,4,1,16,1,0,0,1,3,1,0,2,0,1,3,1,2,0,1,3,6,4,0,4,0,5,0,2,1,2,4,0,6,1,2,10,0,1,0,7,13,4,0,5,1,0,1,1
2013,< 1 Year,Liver,76,0,0,1,0,12,1,0,0,0,2,2,0,3,1,1,2,1,0,0,1,2,3,4,0,1,0,3,0,1,0,1,1,0,4,1,1,7,0,1,0,6,9,1,0,2,0,0,0,1
2013,< 1 Year,Heart,94,0,2,1,0,13,1,0,0,0,4,2,0,4,1,1,2,2,2,0,1,4,2,3,0,2,0,3,0,1,1,2,1,0,5,1,1,5,0,1,0,7,9,1,0,6,1,0,1,1
2013,< 1 Year,Pancreas,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
2013,< 1 Year,Lung,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,< 1 Year,Intestine,16,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0
2013,1-5 Years,All Donors,201,0,1,7,1,20,5,0,0,1,24,10,0,7,3,2,7,2,3,0,1,5,6,2,2,3,2,0,0,3,0,12,4,0,6,3,8,12,0,4,0,4,17,1,0,3,8,0,2,0
2013,1-5 Years,Kidney,200,0,1,7,1,20,5,0,0,1,24,10,0,7,3,2,7,1,3,0,1,5,6,2,2,3,2,0,0,3,0,12,4,0,6,3,8,12,0,4,0,4,17,1,0,3,8,0,2,0
2013,1-5 Years,Liver,145,0,1,4,1,17,3,0,0,1,20,8,0,4,0,2,4,2,3,0,0,5,4,2,2,1,1,0,0,1,0,9,2,0,4,2,3,9,0,4,0,3,13,0,0,2,6,0,2,0
2013,1-5 Years,Heart,107,0,1,4,1,14,2,0,0,1,17,7,0,4,0,1,3,1,3,0,0,1,2,1,1,0,2,0,0,1,0,8,1,0,2,2,1,6,0,3,0,0,8,0,0,1,6,0,2,0
